Source;Target;verbindungenProTag;relativeAnzahlVerspaeteteAbfahrt;relativeAnzahlVerspaeteteAnkunft;durchschnittlicheAbfahrtsverspaetung;durchschnittlicheAnkunftsverspaetung;durchschnittlicheAbfahrtsverspaetungNurVerspaetete;durchschnittlicheAnkunftsverspaetungNurVerspaetete
1279;1280;13;0.0;0.0;0;0;0;0
1280;1279;14;0.0;0.0;0;0;0;0
1280;1281;13;0.0;0.0;0;0;0;0
1281;1270;13;0.0;0.0;0;0;0;0
1281;1280;14;0.0;0.0;0;0;0;0
1282;1270;14;0.0;0.0;0;0;0;0
1282;1271;13;0.0;0.0;0;0;0;0
1283;1214;13;0.0;0.0;0;0;0;0
1283;1271;14;0.0;0.0;0;0;0;0
1284;1275;13;0.0;0.0;0;0;0;0
1284;1285;13;0.0;0.0;0;0;0;0
1285;1284;13;0.0;0.0;0;0;0;0
1285;1286;13;0.0;0.0;0;0;0;0
1286;1272;13;0.0;0.0;0;0;0;0
1286;1285;13;0.0;0.0;0;0;0;0
1287;1272;23;0.0;0.0;0;0;0;0
1287;1273;21;0.0;0.0;0;0;0;0
1288;1273;23;0.0;0.0;0;0;0;0
1288;1274;27;0.0;0.0;0;0;0;0
1289;123;9;0.0;0.0;0;0;0;0
1289;1274;32;0.0;0.0;0;0;0;0
1289;1290;33;0.0;0.0;0;0;0;0
1290;1289;32;0.0;0.0;0;0;0;0
1290;1291;33;0.0;0.0;0;0;0;0
1291;1290;32;0.0;0.0;0;0;0;0
1291;1292;33;0.0;0.0;0;0;0;0
1292;1291;32;0.0;0.0;0;0;0;0
1292;1293;33;0.0;0.0;0;0;0;0
1293;1292;32;0.0;0.0;0;0;0;0
1293;1294;33;0.0;0.0;0;0;0;0
1294;123;33;0.0;0.0;0;0;0;0
1294;1293;32;0.0;0.0;0;0;0;0
1295;956;26;0.0;0.0;0;0;0;0
1295;1296;26;0.0;0.0;0;0;0;0
1296;1295;26;0.0;0.0;0;0;0;0
1296;1297;26;0.0;0.0;0;0;0;0
1297;1296;26;0.0;0.0;0;0;0;0
1297;1298;26;0.0;0.0;0;0;0;0
1298;1297;26;0.0;0.0;0;0;0;0
1298;1299;26;0.0;0.0;0;0;0;0
1299;1298;26;0.0;0.0;0;0;0;0
1299;1300;26;0.0;0.0;0;0;0;0
1300;1299;26;0.0;0.0;0;0;0;0
1301;329;39;0.8461538461538461;0.717948717948718;83;46;98;65
1301;1302;40;0.975;0.75;88;36;90;49
1302;1301;39;0.9487179487179487;0.5384615384615384;105;38;111;71
1302;1303;40;0.975;0.925;112;49;115;53
1303;1302;39;0.7692307692307693;0.5128205128205128;81;34;105;68
1303;1304;40;0.95;0.675;96;53;101;79
1304;1303;39;0.9743589743589743;0.5641025641025641;135;40;139;71
1304;1305;40;0.975;0.6;158;48;163;81
1305;1304;39;0.8717948717948718;0.3333333333333333;83;24;95;72
1305;1306;40;0.875;0.7;84;53;96;76
1306;1305;39;0.9487179487179487;0.717948717948718;102;58;108;81
1306;1307;40;0.975;0.8;135;75;138;94
1307;1306;39;0.8205128205128205;0.6923076923076923;72;56;88;81
1307;1308;40;0.925;0.875;126;91;137;104
1308;1307;39;0.9743589743589743;0.717948717948718;103;61;106;86
1308;1309;40;0.925;0.825;133;88;144;107
1309;1308;39;0.7435897435897436;0.1282051282051282;66;8;88;66
1309;1345;74;0.10810810810810811;0.06756756756756757;5;3;46;52
1310;510;40;0.825;0.625;43;24;52;38
1310;511;40;0.95;0.4;66;33;69;84
1311;3;40;0.975;0.975;119;63;122;64
1311;510;40;0.975;0.7;126;63;129;90
1312;511;20;0.0;0.3;0;23;0;77
1312;1313;20;0.5;0.65;27;30;55;46
1313;1312;20;0.95;0.95;133;108;140;114
1313;1314;20;0.9;0.75;48;38;53;50
1314;2;20;0.95;0.95;110;110;115;115
1314;1313;20;0.95;0.9;89;56;94;62
1315;2;20;0.9;0.05;31;1;35;20
1315;40;20;0.9;0.5;68;39;75;79
1316;110;69;0.9855072463768116;0.6811594202898551;69;23;70;33
1316;111;38;0.7894736842105263;0.6578947368421053;89;67;113;102
1316;1332;30;0.7333333333333333;0.6333333333333333;88;70;120;110
1317;509;57;0.9298245614035088;0.6140350877192983;69;39;74;64
1317;735;55;0.9636363636363636;0.6727272727272727;87;46;90;68
1318;111;107;0.7663551401869159;0.4205607476635514;56;25;73;60
1318;1319;39;0.48717948717948717;0.1794871794871795;28;14;57;81
1318;1320;16;0.25;0.125;12;5;49;45
1318;1362;50;0.64;0.4;44;24;70;61
1319;1318;40;0.975;0.825;98;64;100;77
1319;1320;39;0.9743589743589743;0.6666666666666666;73;38;75;57
1320;1318;16;0.6875;0.4375;44;19;64;44
1320;1319;40;0.75;0.5;60;38;80;76
1320;1321;55;0.41818181818181815;0.43636363636363634;22;23;53;53
1321;509;55;0.7818181818181819;0.4909090909090909;74;42;95;85
1321;1320;56;0.8571428571428571;0.6607142857142857;76;45;89;69
1322;37;19;0.5789473684210527;0.2631578947368421;73;32;126;122
1322;687;17;0.35294117647058826;0.35294117647058826;58;37;165;106
1322;1323;17;0.4117647058823529;0.11764705882352941;10;7;25;66
1322;1328;1;0.0;0.0;0;0;0;0
1322;1331;75;0.30666666666666664;0.13333333333333333;25;8;83;61
1322;1607;20;0.35;0.35;30;34;86;99
1323;1322;17;0.0;0.17647058823529413;0;0;0;5
1323;1324;17;0.7647058823529411;0.11764705882352941;19;3;25;31
1324;1323;17;0.9411764705882353;0.35294117647058826;201;9;214;27
1324;1325;17;0.23529411764705882;0.0;4;0;18;0
1325;1324;17;0.23529411764705882;0.0;4;0;20;0
1326;111;56;0.9285714285714286;0.7321428571428571;92;58;99;79
1326;687;53;0.7924528301886793;0.33962264150943394;48;17;61;52
1327;687;37;0.918918918918919;0.9459459459459459;126;110;137;116
1327;1328;36;0.8333333333333334;0.7222222222222222;80;59;96;82
1328;687;1;0.0;0.0;0;0;0;0
1328;1322;4;0.75;0.5;44;13;59;27
1328;1327;37;0.8918918918918919;0.7027027027027027;94;60;106;85
1328;1329;36;0.75;0.5833333333333334;88;67;117;115
1329;1328;37;0.972972972972973;0.972972972972973;158;135;162;139
1329;1330;36;0.8888888888888888;0.8055555555555556;119;102;133;127
1330;1329;37;0.972972972972973;0.8108108108108109;106;74;108;92
1330;1331;36;0.8611111111111112;0.8055555555555556;112;94;130;117
1331;1322;73;0.7397260273972602;0.5342465753424658;66;59;89;111
1331;1330;37;0.972972972972973;0.8918918918918919;100;67;103;75
1331;1371;38;0.9736842105263158;0.8947368421052632;63;27;65;30
1332;111;30;0.8666666666666667;0.9333333333333333;112;121;129;130
1332;1316;30;0.8666666666666667;0.43333333333333335;44;14;51;33
1333;110;30;0.9666666666666667;0.8;60;25;62;32
1333;1334;30;0.36666666666666664;0.06666666666666667;9;2;25;41
1334;1333;30;0.23333333333333334;0.26666666666666666;7;10;31;38
1334;1335;30;0.26666666666666666;0.26666666666666666;8;8;33;31
1335;1334;30;0.9333333333333333;0.9;87;70;93;78
1335;1336;39;0.7692307692307693;0.3333333333333333;34;10;44;30
1336;1335;39;0.6410256410256411;0.4358974358974359;45;31;70;72
1336;1337;39;0.9743589743589743;0.9743589743589743;93;150;96;153
1337;1336;39;0.6410256410256411;0.38461538461538464;45;29;70;76
1337;1338;39;0.8461538461538461;0.7948717948717948;65;41;77;52
1338;278;39;0.8461538461538461;0.1794871794871795;54;4;64;22
1338;1337;39;0.4358974358974359;0.8205128205128205;30;50;69;61
1339;188;74;0.9594594594594594;0.8648648648648649;82;52;86;60
1339;278;74;0.7297297297297297;0.44594594594594594;40;22;55;50
1340;276;39;0.8205128205128205;0.5897435897435898;65;42;79;72
1340;1341;39;0.7435897435897436;0.10256410256410256;22;6;30;64
1341;1340;39;0.6153846153846154;0.5128205128205128;43;31;70;60
1341;1342;39;0.9743589743589743;0.3333333333333333;78;16;80;50
1342;1341;39;0.5641025641025641;0.6410256410256411;36;41;64;65
1342;1343;39;0.5641025641025641;0.5128205128205128;23;23;41;46
1343;1342;39;0.8717948717948718;0.6923076923076923;58;41;67;60
1343;1344;39;0.9743589743589743;0.6153846153846154;102;29;105;47
1344;732;39;0.38461538461538464;0.2564102564102564;19;15;51;60
1344;1343;39;0.717948717948718;0.2564102564102564;48;18;67;73
1345;1309;74;0.7432432432432432;0.1891891891891892;48;10;65;54
1345;1346;39;0.9487179487179487;0.7435897435897436;66;25;70;33
1345;1401;35;0.9714285714285714;0.05714285714285714;41;4;42;71
1346;1345;38;0.8947368421052632;0.7105263157894737;44;29;49;42
1346;1347;39;0.9743589743589743;0.38461538461538464;112;14;115;37
1347;1346;38;0.7105263157894737;0.10526315789473684;29;6;42;62
1347;1348;39;0.15384615384615385;0.07692307692307693;5;4;33;56
1348;1347;38;0.9736842105263158;0.9736842105263158;154;138;158;142
1348;1349;39;0.9487179487179487;0.7435897435897436;48;20;51;27
1349;1348;38;0.9736842105263158;0.9210526315789473;93;57;96;62
1349;1350;39;0.9743589743589743;0.41025641025641024;79;10;81;26
1350;1349;38;0.9736842105263158;0.6842105263157895;125;30;128;44
1350;1351;39;0.9743589743589743;0.9487179487179487;151;50;155;52
1351;1;39;0.15384615384615385;0.15384615384615385;4;5;29;38
1351;1350;38;0.9736842105263158;0.5263157894736842;65;22;67;42
1352;276;39;0.7948717948717948;0.41025641025641024;59;25;74;61
1352;1353;39;0.8974358974358975;0.23076923076923078;43;8;48;36
1353;1352;39;0.9743589743589743;0.8717948717948718;128;54;131;63
1353;1354;39;0.9743589743589743;0.9743589743589743;170;62;174;63
1354;1353;39;0.9743589743589743;0.9743589743589743;130;84;133;86
1354;1355;39;0.9743589743589743;0.8461538461538461;88;50;90;59
1355;1354;39;0.9743589743589743;0.4358974358974359;103;20;106;47
1355;1356;39;0.9743589743589743;0.4358974358974359;105;24;108;55
1356;1355;39;0.9487179487179487;0.5384615384615384;98;31;103;58
1356;1357;39;0.9743589743589743;0.9230769230769231;174;63;178;68
1357;1356;39;0.9743589743589743;0.6666666666666666;215;49;220;74
1357;1358;39;0.9487179487179487;0.9743589743589743;116;91;122;93
1358;1357;39;0.8974358974358975;0.6410256410256411;73;44;82;69
1358;1359;39;0.9487179487179487;0.9487179487179487;140;97;147;102
1359;1358;39;0.9743589743589743;0.7948717948717948;106;42;109;54
1359;1360;39;0.9743589743589743;0.8717948717948718;277;93;285;107
1360;1359;39;0.9743589743589743;0.8461538461538461;223;47;229;55
1360;1361;39;0.9743589743589743;0.8461538461538461;160;80;165;95
1361;276;15;0.4;0.4;41;41;104;104
1361;329;39;0.6410256410256411;0.4358974358974359;56;26;87;60
1361;1360;39;0.6666666666666666;0.717948717948718;39;32;58;45
1362;1318;51;0.21568627450980393;0.09803921568627451;6;3;28;33
1362;1363;38;0.2631578947368421;0.07894736842105263;12;5;46;64
1363;1362;39;0.9487179487179487;0.7692307692307693;77;43;81;56
1363;1364;38;0.8947368421052632;0.3157894736842105;34;14;38;45
1364;1363;39;0.9743589743589743;0.9743589743589743;113;81;116;83
1364;1365;38;0.8157894736842105;0.6052631578947368;75;21;92;34
1365;1364;39;0.9743589743589743;0.9743589743589743;64;40;66;41
1365;1366;38;0.6052631578947368;0.4473684210526316;53;43;88;97
1366;1365;39;0.9743589743589743;0.9743589743589743;40;66;41;67
1366;1367;38;0.9736842105263158;0.6052631578947368;74;53;76;88
1367;276;38;0.631578947368421;0.4473684210526316;50;32;80;73
1367;1366;39;0.9743589743589743;0.7692307692307693;66;35;67;46
1368;107;38;0.8947368421052632;0.5526315789473685;56;25;63;45
1368;1369;37;0.972972972972973;0.972972972972973;60;39;61;40
1369;1368;38;0.8157894736842105;0.42105263157894735;36;16;45;39
1369;1370;37;0.4594594594594595;0.10810810810810811;18;7;39;66
1370;1369;38;0.7631578947368421;0.10526315789473684;28;6;37;59
1370;1371;37;0.1891891891891892;0.32432432432432434;9;12;48;38
1371;1331;37;0.972972972972973;0.2972972972972973;97;14;100;48
1371;1370;38;0.9736842105263158;0.7368421052631579;65;23;66;32
1372;278;35;0.9428571428571428;0.6857142857142857;56;19;59;28
1372;1373;35;0.8285714285714286;0.4857142857142857;27;11;33;23
1373;277;35;0.8285714285714286;0.6857142857142857;35;17;43;24
1373;1372;35;0.9428571428571428;0.7142857142857143;53;16;56;23
1374;188;35;0.9428571428571428;0.7714285714285715;79;43;84;56
1374;1375;35;0.7714285714285715;0.08571428571428572;13;2;17;25
1375;1374;35;0.9714285714285714;0.4;88;10;91;26
1375;1376;35;0.9714285714285714;0.7714285714285715;151;13;155;17
1376;1375;35;0.7428571428571429;0.5142857142857142;28;12;38;24
1376;1377;35;0.9714285714285714;0.45714285714285713;62;13;64;30
1377;1376;35;0.5714285714285714;0.17142857142857143;19;7;34;44
1377;1378;35;0.2;0.0;2;0;13;0
1378;1377;35;0.9714285714285714;0.9714285714285714;161;121;166;125
1378;1379;35;0.9142857142857143;0.45714285714285713;51;8;56;18
1379;1378;35;0.9142857142857143;0.7714285714285715;53;34;58;44
1379;1380;35;0.9428571428571428;0.8285714285714286;61;32;64;39
1380;1379;35;0.9714285714285714;0.17142857142857143;99;11;102;64
1380;1381;35;0.9714285714285714;0.08571428571428572;73;1;75;13
1381;107;35;0.9714285714285714;0.9142857142857143;186;64;192;70
1381;1380;35;0.5714285714285714;0.2;18;9;32;49
1382;106;39;0.7692307692307693;0.3333333333333333;45;15;58;47
1382;1383;38;0.13157894736842105;0.05263157894736842;15;8;117;168
1383;1382;39;0.9743589743589743;0.4358974358974359;60;23;61;54
1383;1384;38;0.631578947368421;0.13157894736842105;29;13;47;102
1384;1383;39;0.38461538461538464;0.38461538461538464;23;21;60;55
1384;1385;38;0.34210526315789475;0.7894736842105263;28;41;84;52
1385;218;38;0.34210526315789475;0.34210526315789475;21;21;62;62
1385;1384;39;0.5897435897435898;0.5128205128205128;29;21;50;40
1386;1387;15;0.0;0.8;0;21;0;27
1386;1393;39;0.0;0.02564102564102564;0;0;0;36
1387;1386;15;0.9333333333333333;0.06666666666666667;248;1;266;24
1387;1388;15;0.9333333333333333;0.0;132;0;141;0
1388;1387;15;0.9333333333333333;0.9333333333333333;154;102;166;110
1388;1389;15;0.13333333333333333;0.0;6;0;49;0
1389;1388;15;0.9333333333333333;0.06666666666666667;130;2;140;33
1389;1390;15;0.9333333333333333;0.06666666666666667;32;0;35;0
1390;1389;15;0.4;0.06666666666666667;19;3;47;45
1390;1391;15;0.06666666666666667;0.06666666666666667;4;3;73;58
1391;224;15;0.06666666666666667;0.06666666666666667;1;2;17;32
1391;1390;15;0.8666666666666667;0.2;31;8;36;42
1392;298;39;0.9743589743589743;0.02564102564102564;120;2;123;84
1392;299;39;0.9743589743589743;0.07692307692307693;148;0;152;7
1393;300;39;0.02564102564102564;0.1282051282051282;0;1;4;14
1393;1386;39;0.48717948717948717;0.1282051282051282;7;3;16;26
1394;269;19;0.5789473684210527;0.3157894736842105;28;11;49;35
1394;1395;17;0.9411764705882353;0.9411764705882353;168;126;179;134
1395;1394;19;0.9473684210526315;0.9473684210526315;169;95;178;100
1395;1396;17;0.9411764705882353;0.9411764705882353;427;96;453;102
1396;1395;19;0.9473684210526315;0.9473684210526315;299;204;315;215
1396;1397;17;0.9411764705882353;0.6470588235294118;257;46;273;71
1397;612;17;0.9411764705882353;0.9411764705882353;144;100;153;107
1397;1396;19;0.9473684210526315;0.9473684210526315;412;147;435;155
1398;291;35;0.9714285714285714;0.02857142857142857;110;1;114;35
1398;1399;36;0.9722222222222222;0.027777777777777776;69;1;71;51
1399;1398;35;0.2857142857142857;0.02857142857142857;5;3;18;106
1399;1400;36;0.027777777777777776;0.05555555555555555;1;2;47;45
1400;1399;35;0.7428571428571429;0.2571428571428571;26;8;35;34
1400;1401;36;0.8333333333333334;0.3888888888888889;33;7;40;18
1401;1345;36;0.4166666666666667;0.08333333333333333;15;6;37;78
1401;1400;35;0.14285714285714285;0.3142857142857143;7;8;53;28
1402;329;35;0.7428571428571429;0.37142857142857144;56;12;75;33
1402;1403;35;0.9714285714285714;0.05714285714285714;75;0;77;11
1403;1402;35;0.7428571428571429;0.4857142857142857;55;23;75;48
1403;1404;35;0.9428571428571428;0.6857142857142857;52;24;56;35
1404;1403;35;0.7714285714285715;0.37142857142857144;79;17;102;45
1404;1405;35;0.8571428571428571;0.4;83;9;97;24
1405;1404;35;0.8;0.5714285714285714;48;30;60;52
1405;1406;35;0.9142857142857143;0.7142857142857143;67;46;73;65
1406;1405;35;0.6857142857142857;0.2857142857142857;34;8;50;29
1406;1407;35;0.9714285714285714;0.8857142857142857;73;65;75;74
1407;188;35;0.9428571428571428;0.7142857142857143;83;40;88;56
1407;1406;35;0.4;0.14285714285714285;18;7;45;49
1408;1409;33;0.0;0.0;0;0;0;0
1408;1424;18;0.0;0.0;0;0;0;0
1409;1408;34;0.0;0.0;0;0;0;0
1409;1410;33;0.0;0.0;0;0;0;0
1410;1409;34;0.0;0.0;0;0;0;0
1410;1411;33;0.0;0.0;0;0;0;0
1411;1410;34;0.0;0.0;0;0;0;0
1411;1412;33;0.0;0.0;0;0;0;0
1412;1411;34;0.0;0.0;0;0;0;0
1412;1413;33;0.0;0.0;0;0;0;0
1413;1412;34;0.0;0.0;0;0;0;0
1413;1414;33;0.0;0.0;0;0;0;0
1414;1413;34;0.0;0.0;0;0;0;0
1414;1415;33;0.0;0.0;0;0;0;0
1415;1414;34;0.0;0.0;0;0;0;0
1415;1416;51;0.0;0.0;0;0;0;0
1416;1415;52;0.0;0.0;0;0;0;0
1416;1417;51;0.0;0.0;0;0;0;0
1417;1416;52;0.0;0.0;0;0;0;0
1417;1418;51;0.0;0.0;0;0;0;0
1418;1417;52;0.0;0.0;0;0;0;0
1418;1419;51;0.0;0.0;0;0;0;0
1419;1418;52;0.0;0.0;0;0;0;0
1419;1420;51;0.0;0.0;0;0;0;0
1420;126;51;0.0;0.0;0;0;0;0
1420;1419;52;0.0;0.0;0;0;0;0
1421;1422;18;0.0;0.0;0;0;0;0
1422;1421;18;0.0;0.0;0;0;0;0
1422;1423;18;0.0;0.0;0;0;0;0
1423;1422;18;0.0;0.0;0;0;0;0
1423;1424;18;0.0;0.0;0;0;0;0
1424;1408;18;0.0;0.0;0;0;0;0
1424;1423;18;0.0;0.0;0;0;0;0
1425;1426;13;0.0;0.0;0;0;0;0
1426;1425;13;0.0;0.0;0;0;0;0
1426;1427;13;0.0;0.0;0;0;0;0
1427;423;13;0.0;0.0;0;0;0;0
1427;1426;13;0.0;0.0;0;0;0;0
1428;202;1;0.0;0.0;0;0;0;0
1428;417;20;0.0;0.0;0;0;0;0
1428;1429;21;0.0;0.0;0;0;0;0
1429;1428;21;0.0;0.0;0;0;0;0
1429;1430;21;0.047619047619047616;0.0;0;0;12;0
1430;1429;21;0.0;0.0;0;0;0;0
1430;1431;21;0.0;0.0;0;0;0;0
1431;1430;21;0.0;0.0;0;0;0;0
1431;1432;21;0.0;0.0;0;0;0;0
1432;1431;21;0.0;0.0;0;0;0;0
1432;1433;21;0.047619047619047616;0.0;0;0;6;0
1433;1432;21;0.0;0.0;0;0;0;0
1433;1434;21;0.0;0.0;0;0;0;0
1434;1433;21;0.0;0.0;0;0;0;0
1434;1435;21;0.0;0.0;0;0;0;0
1435;1434;21;0.0;0.0;0;0;0;0
1435;1436;21;0.0;0.0;0;0;0;0
1436;1435;21;0.0;0.0;0;0;0;0
1436;1437;21;0.047619047619047616;0.047619047619047616;4;3;90;66
1437;1436;21;0.0;0.0;0;0;0;0
1438;1439;26;0.19230769230769232;0.0;9;0;47;0
1438;1531;15;0.13333333333333333;0.0;8;0;61;0
1439;1438;27;0.48148148148148145;0.25925925925925924;28;10;60;40
1439;1440;18;0.4444444444444444;0.2777777777777778;22;14;51;52
1439;1442;8;0.125;0.25;0;3;3;12
1440;1439;18;0.6666666666666666;0.2222222222222222;36;15;54;70
1440;1441;18;0.3333333333333333;0.16666666666666666;13;7;40;44
1441;1439;2;0.5;0.5;6;11;12;23
1441;1440;18;0.3888888888888889;0.2222222222222222;28;16;73;75
1441;1442;8;0.375;0.125;17;10;45;82
1441;1453;10;0.7;0.3;38;14;55;49
1442;1439;7;0.8571428571428571;0.14285714285714285;32;22;37;158
1442;1441;2;0.5;0.0;5;0;10;0
1442;1443;19;0.47368421052631576;0.15789473684210525;28;2;59;14
1442;1444;12;0.3333333333333333;0.3333333333333333;31;30;93;90
1442;1445;8;0.5;0.375;58;53;117;141
1442;1453;18;0.5;0.2222222222222222;58;25;117;114
1442;1480;1;0.0;0.0;0;0;0;0
1442;1481;17;0.35294117647058826;0.23529411764705882;17;20;49;88
1442;1492;9;0.2222222222222222;0.2222222222222222;5;11;26;53
1443;1442;21;0.5238095238095238;0.38095238095238093;48;30;93;78
1443;1444;7;0.8571428571428571;0.5714285714285714;68;28;80;49
1443;1445;12;0.25;0.16666666666666666;18;14;74;89
1444;1442;12;0.25;0.16666666666666666;30;24;121;144
1444;1443;9;0.3333333333333333;0.2222222222222222;39;12;117;55
1444;1445;19;0.6842105263157895;0.42105263157894735;58;28;86;67
1445;1442;9;0.5555555555555556;0.3333333333333333;48;24;88;72
1445;1443;12;0.4166666666666667;0.25;33;20;79;81
1445;1444;21;0.6666666666666666;0.5714285714285714;55;35;83;62
1445;1446;6;0.6666666666666666;0.8333333333333334;79;53;119;64
1445;1447;14;0.2857142857142857;0.21428571428571427;30;22;108;103
1445;1449;19;0.3157894736842105;0.2631578947368421;33;29;107;111
1446;1445;7;0.42857142857142855;0.2857142857142857;28;12;67;45
1446;1447;6;0.6666666666666666;0.6666666666666666;51;40;77;60
1447;1445;13;0.38461538461538464;0.38461538461538464;41;40;106;105
1447;1446;7;0.5714285714285714;0.42857142857142855;35;15;62;36
1447;1448;6;0.8333333333333334;0.5;62;28;75;56
1447;1449;14;0.2857142857142857;0.35714285714285715;21;35;76;100
1448;1447;7;0.8571428571428571;0.42857142857142855;73;23;86;54
1448;1449;6;0.8333333333333334;0.3333333333333333;37;15;44;47
1449;41;8;0.125;0.5;11;24;92;49
1449;1445;21;0.47619047619047616;0.5238095238095238;36;37;77;71
1449;1447;13;0.46153846153846156;0.6923076923076923;45;47;99;68
1449;1448;7;0.5714285714285714;0.5714285714285714;50;47;88;83
1449;1450;32;0.5625;0.28125;41;25;73;90
1449;1452;12;0.08333333333333333;0.5;4;41;54;82
1450;41;12;0.4166666666666667;0.5833333333333334;32;51;78;87
1450;1449;34;0.8235294117647058;0.4411764705882353;80;29;98;67
1450;1451;20;0.75;0.55;56;34;75;63
1451;1450;20;0.8;0.55;88;47;110;85
1451;1452;20;0.95;0.75;105;50;111;66
1452;41;32;0.71875;0.75;44;74;62;99
1452;1449;13;0.8461538461538461;0.9230769230769231;79;119;94;129
1452;1451;20;0.7;0.85;64;77;92;91
1453;1441;18;0.5;0.3888888888888889;37;32;74;84
1453;1442;10;0.4;0.1;15;4;38;41
1454;1455;30;0.5333333333333333;0.3333333333333333;58;43;109;131
1454;1457;31;0.3870967741935484;0.3870967741935484;42;29;108;76
1454;1473;6;0.16666666666666666;0.5;33;11;200;23
1454;1474;6;0.16666666666666666;0.8333333333333334;20;88;120;105
1454;1535;18;0.8333333333333334;0.16666666666666666;76;14;92;87
1455;1454;28;0.7857142857142857;0.17857142857142858;75;18;95;104
1455;1456;30;0.7666666666666667;0.43333333333333335;80;46;105;106
1456;1455;28;0.2857142857142857;0.0;22;0;79;0
1456;1502;14;0.21428571428571427;0.0;5;0;26;0
1457;1454;35;0.4857142857142857;0.42857142857142855;58;47;119;111
1457;1458;1;0.0;0.0;0;0;0;0
1457;1473;1;0.0;0.0;0;0;0;0
1457;1474;2;0.5;0.0;21;0;43;0
1457;1486;22;0.36363636363636365;0.36363636363636365;43;32;118;88
1457;1488;5;0.8;0.6;116;73;145;121
1458;1459;17;0.8235294117647058;0.4117647058823529;70;20;85;49
1458;1473;16;0.875;0.25;92;13;106;53
1458;1504;1;0.0;0.0;0;0;0;0
1459;1458;17;0.47058823529411764;0.17647058823529413;22;12;46;72
1459;1460;3;0.0;0.0;0;0;0;0
1459;1462;14;0.6428571428571429;0.2857142857142857;42;9;65;33
1459;1534;15;0.5333333333333333;0.0;32;0;60;0
1460;1459;3;0.6666666666666666;0.3333333333333333;22;14;34;44
1460;1461;3;0.0;0.0;0;0;0;0
1461;1459;1;0.0;0.0;0;0;0;0
1461;1460;3;0.6666666666666666;0.3333333333333333;49;11;74;33
1461;1462;3;0.0;0.0;0;0;0;0
1462;1459;13;0.38461538461538464;0.15384615384615385;35;14;92;93
1462;1461;4;0.5;0.25;27;9;54;38
1462;1463;17;0.6470588235294118;0.5294117647058824;43;40;67;75
1463;42;1;0.0;0.0;0;0;0;0
1463;1462;16;0.5625;0.625;51;65;92;105
1463;1464;22;0.3181818181818182;0.045454545454545456;23;1;72;41
1463;1466;1;0.0;0.0;0;0;0;0
1463;1469;13;0.23076923076923078;0.38461538461538464;15;22;67;57
1464;1463;21;0.5714285714285714;0.47619047619047616;43;38;75;80
1464;1465;22;0.8181818181818182;0.6818181818181818;43;31;52;46
1465;1464;21;0.47619047619047616;0.3333333333333333;38;15;81;45
1465;1466;22;0.5;0.4090909090909091;25;17;51;42
1466;1465;21;0.5238095238095238;0.23809523809523808;40;10;76;45
1466;1467;22;0.4090909090909091;0.4090909090909091;22;14;53;35
1466;1468;1;0.0;0.0;0;0;0;0
1467;1466;21;0.42857142857142855;0.2857142857142857;23;18;54;64
1467;1468;36;0.5555555555555556;0.08333333333333333;30;3;54;41
1468;42;1;0.0;0.0;0;0;0;0
1468;1467;35;0.6571428571428571;0.22857142857142856;45;9;69;43
1468;1469;36;0.6111111111111112;0.3333333333333333;32;15;52;47
1469;42;13;0.38461538461538464;0.07692307692307693;34;15;89;195
1469;1463;14;0.8571428571428571;0.42857142857142855;107;42;125;99
1469;1468;34;0.4117647058823529;0.14705882352941177;21;3;52;26
1469;1470;39;0.46153846153846156;0.41025641025641024;32;25;71;63
1469;1471;17;0.7647058823529411;0.5882352941176471;94;48;123;82
1469;1530;18;0.7222222222222222;0.3333333333333333;95;63;132;189
1470;1468;1;0.0;0.0;0;0;0;0
1470;1469;38;0.7631578947368421;0.34210526315789475;54;25;71;73
1470;1471;39;0.5128205128205128;0.15384615384615385;33;8;65;56
1470;1530;3;0.6666666666666666;0.6666666666666666;95;49;142;73
1471;42;5;0.6;0.6;82;58;138;97
1471;1469;15;0.8666666666666667;0.4666666666666667;86;63;99;137
1471;1470;41;0.7317073170731707;0.2926829268292683;43;10;58;34
1471;1472;38;0.5263157894736842;0.3157894736842105;45;22;86;69
1471;1475;15;0.7333333333333333;0.6;85;38;116;64
1472;42;3;0.3333333333333333;0.3333333333333333;26;1;78;3
1472;1471;37;0.4864864864864865;0.10810810810810811;21;3;43;32
1472;1475;35;0.6571428571428571;0.3142857142857143;49;24;74;79
1473;1454;5;0.4;0.4;31;17;79;44
1473;1457;3;0.6666666666666666;0.3333333333333333;8;8;12;26
1473;1458;15;0.8;0.2;45;27;57;135
1473;1474;8;0.625;0.5;64;46;102;92
1474;1454;5;0.6;0.4;30;27;51;68
1474;1457;3;0.3333333333333333;0.3333333333333333;8;14;26;43
1474;1473;8;0.625;0.375;35;25;56;67
1475;42;50;0.96;0.52;123;43;129;82
1475;1471;4;0.75;0.25;55;30;73;122
1475;1472;37;0.8918918918918919;0.10810810810810811;35;6;39;61
1476;1477;19;0.2631578947368421;0.0;9;0;34;0
1476;1478;13;0.07692307692307693;0.0;0;0;6;0
1477;1476;20;0.9;0.25;162;19;180;78
1477;1478;19;0.9473684210526315;0.05263157894736842;40;0;42;11
1478;1476;11;0.6363636363636364;0.6363636363636364;44;40;69;63
1478;1477;20;0.85;0.8;76;73;90;92
1478;1479;32;0.34375;0.125;13;1;38;13
